"Service Name","Port Number","Transport Protocol","Description","is_legit"
"mxit","9119","tcp","MXit Instant Messaging","false"
"mxit","9119","udp","MXit Instant Messaging","false"
"grcmp","9122","tcp","Global Relay compliant mobile instant messaging protocol","false"
"","9122","udp","Reserved","false"
"grcp","9123","tcp","Global Relay compliant instant messaging protocol","false"
"","9123","udp","Reserved","false"
"dddp","9131","tcp","Dynamic Device Discovery","false"
"dddp","9131","udp","Dynamic Device Discovery","false"
"apani1","9160","tcp","apani1","false"
"apani1","9160","udp","apani1","false"
"apani2","9161","tcp","apani2","false"
"apani2","9161","udp","apani2","false"
"apani3","9162","tcp","apani3","false"
"apani3","9162","udp","apani3","false"
"apani4","9163","tcp","apani4","false"
"apani4","9163","udp","apani4","false"
"apani5","9164","tcp","apani5","false"
"apani5","9164","udp","apani5","false"
"sun-as-jpda","9191","tcp","Sun AppSvr JPDA","false"
"sun-as-jpda","9191","udp","Sun AppSvr JPDA","false"
"wap-wsp","9200","tcp","WAP connectionless session service","false"
"wap-wsp","9200","udp","WAP connectionless session service","false"
"wap-wsp-wtp","9201","tcp","WAP session service","false"
"wap-wsp-wtp","9201","udp","WAP session service","false"
"wap-wsp-s","9202","tcp","WAP secure connectionless session service","false"
"wap-wsp-s","9202","udp","WAP secure connectionless session service","false"
"wap-wsp-wtp-s","9203","tcp","WAP secure session service","false"
"wap-wsp-wtp-s","9203","udp","WAP secure session service","false"
"wap-vcard","9204","tcp","WAP vCard","false"
"wap-vcard","9204","udp","WAP vCard","false"
"wap-vcal","9205","tcp","WAP vCal","false"
"wap-vcal","9205","udp","WAP vCal","false"
"wap-vcard-s","9206","tcp","WAP vCard Secure","false"
"wap-vcard-s","9206","udp","WAP vCard Secure","false"
"wap-vcal-s","9207","tcp","WAP vCal Secure","false"
"wap-vcal-s","9207","udp","WAP vCal Secure","false"
"rjcdb-vcards","9208","tcp","rjcdb vCard","false"
"rjcdb-vcards","9208","udp","rjcdb vCard","false"
"almobile-system","9209","tcp","ALMobile System Service","false"
"almobile-system","9209","udp","ALMobile System Service","false"
"oma-mlp","9210","tcp","OMA Mobile Location Protocol","false"
"oma-mlp","9210","udp","OMA Mobile Location Protocol","false"
"oma-mlp-s","9211","tcp","OMA Mobile Location Protocol Secure","false"
"oma-mlp-s","9211","udp","OMA Mobile Location Protocol Secure","false"
"serverviewdbms","9212","tcp","Server View dbms access","false"
"serverviewdbms","9212","udp","Server View dbms access","false"
"serverstart","9213","tcp","ServerStart RemoteControl","false"
"serverstart","9213","udp","ServerStart RemoteControl","false"
"ipdcesgbs","9214","tcp","IPDC ESG BootstrapService","false"
"ipdcesgbs","9214","udp","IPDC ESG BootstrapService","false"
"insis","9215","tcp","Integrated Setup and Install Service","false"
"insis","9215","udp","Integrated Setup and Install Service","false"
"acme","9216","tcp","Aionex Communication Management Engine","false"
"acme","9216","udp","Aionex Communication Management Engine","false"
"fsc-port","9217","tcp","FSC Communication Port","false"
"fsc-port","9217","udp","FSC Communication Port","false"
"teamcoherence","9222","tcp","QSC Team Coherence","false"
"teamcoherence","9222","udp","QSC Team Coherence","false"
"mon","9255","tcp","Manager On Network","false"
"mon","9255","udp","Manager On Network","false"
"traingpsdata","9277","udp","GPS Data transmitted from train to ground network","false"
"","9277","tcp","Reserved","false"
"pegasus","9278","tcp","Pegasus GPS Platform","false"
"pegasus","9278","udp","Pegasus GPS Platform","false"
"pegasus-ctl","9279","tcp","Pegaus GPS System Control Interface","false"
"pegasus-ctl","9279","udp","Pegaus GPS System Control Interface","false"
"pgps","9280","tcp","Predicted GPS","false"
"pgps","9280","udp","Predicted GPS","false"
"swtp-port1","9281","tcp","SofaWare transport port 1","false"
"swtp-port1","9281","udp","SofaWare transport port 1","false"
"swtp-port2","9282","tcp","SofaWare transport port 2","false"
"swtp-port2","9282","udp","SofaWare transport port 2","false"
"callwaveiam","9283","tcp","CallWaveIAM","false"
"callwaveiam","9283","udp","CallWaveIAM","false"
"visd","9284","tcp","VERITAS Information Serve","false"
"visd","9284","udp","VERITAS Information Serve","false"
"n2h2server","9285","tcp","N2H2 Filter Service Port","false"
"n2h2server","9285","udp","N2H2 Filter Service Port","false"
"","9286","tcp","Reserved","false"
"n2receive","9286","udp","n2 monitoring receiver","false"
"cumulus","9287","tcp","Cumulus","false"
"cumulus","9287","udp","Cumulus","false"
"armtechdaemon","9292","tcp","ArmTech Daemon","false"
"armtechdaemon","9292","udp","ArmTech Daemon","false"
"storview","9293","tcp","StorView Client","false"
"storview","9293","udp","StorView Client","false"
"armcenterhttp","9294","tcp","ARMCenter http Service","false"
"armcenterhttp","9294","udp","ARMCenter http Service","false"
"armcenterhttps","9295","tcp","ARMCenter https Service","false"
"armcenterhttps","9295","udp","ARMCenter https Service","false"
"vrace","9300","tcp","Virtual Racing Service","false"
"vrace","9300","udp","Virtual Racing Service","false"
"sphinxql","9306","tcp","Sphinx search server (MySQL listener)","false"
"","9306","udp","Reserved","false"
"sapms","9310","tcp","SAP Message Server","false"
"","9310","udp","Reserved","false"
"","9311","","Unassigned","false"
"sphinxapi","9312","tcp","Sphinx search server","false"
"","9312","udp","Reserved","false"
"secure-ts","9318","tcp","PKIX TimeStamp over TLS","false"
"secure-ts","9318","udp","PKIX TimeStamp over TLS","false"
"guibase","9321","tcp","guibase","false"
"guibase","9321","udp","guibase","false"
"gnmi-gnoi","9339","tcp","gRPC Network Mgmt/Operations Interface","false"
"","9339","udp","Reserved","false"
"gribi","9340","tcp","gRPC Routing Information Base Interface","false"
"","9340","udp","Reserved","false"
"mpidcmgr","9343","tcp","MpIdcMgr","false"
"mpidcmgr","9343","udp","MpIdcMgr","false"
"mphlpdmc","9344","tcp","Mphlpdmc","false"
"mphlpdmc","9344","udp","Mphlpdmc","false"
"rancher","9345","tcp","Rancher Agent","false"
"","9345","udp","Reserved","false"
"ctechlicensing","9346","tcp","C Tech Licensing","false"
"ctechlicensing","9346","udp","C Tech Licensing","false"
"fjdmimgr","9374","tcp","fjdmimgr","false"
"fjdmimgr","9374","udp","fjdmimgr","false"
"boxp","9380","tcp","Brivs! Open Extensible Protocol","false"
"boxp","9380","udp","Brivs! Open Extensible Protocol","false"
"d2dconfig","9387","tcp","D2D Configuration Service","false"
"","9387","udp","Reserved","false"
"d2ddatatrans","9388","tcp","D2D Data Transfer Service","false"
"","9388","udp","Reserved","false"
"adws","9389","tcp","Active Directory Web Services","false"
"","9389","udp","Reserved","false"
"otp","9390","tcp","OpenVAS Transfer Protocol","false"
"","9390","udp","Reserved","false"
"fjinvmgr","9396","tcp","fjinvmgr","false"
"fjinvmgr","9396","udp","fjinvmgr","false"
"mpidcagt","9397","tcp","MpIdcAgt","false"
"mpidcagt","9397","udp","MpIdcAgt","false"
"sec-t4net-srv","9400","tcp","Samsung Twain for Network Server","false"
"sec-t4net-srv","9400","udp","Samsung Twain for Network Server","false"
"sec-t4net-clt","9401","tcp","Samsung Twain for Network Client","false"
"sec-t4net-clt","9401","udp","Samsung Twain for Network Client","false"
"sec-pc2fax-srv","9402","tcp","Samsung PC2FAX for Network Server","false"
"sec-pc2fax-srv","9402","udp","Samsung PC2FAX for Network Server","false"
"git","9418","tcp","git pack transfer service","false"
"git","9418","udp","git pack transfer service","false"
"tungsten-https","9443","tcp","WSO2 Tungsten HTTPS","false"
"tungsten-https","9443","udp","WSO2 Tungsten HTTPS","false"
"wso2esb-console","9444","tcp","WSO2 ESB Administration Console HTTPS","false"
"wso2esb-console","9444","udp","WSO2 ESB Administration Console HTTPS","false"
"mindarray-ca","9445","tcp","MindArray Systems Console Agent","false"
"","9445","udp","Reserved","false"
"sntlkeyssrvr","9450","tcp","Sentinel Keys Server","false"
"sntlkeyssrvr","9450","udp","Sentinel Keys Server","false"
"ismserver","9500","tcp","ismserver","false"
"ismserver","9500","udp","ismserver","false"
"","9522","tcp","Reserved","false"
"sma-spw","9522","udp","SMA Speedwire","false"
"mngsuite","9535","tcp","Management Suite Remote Control","false"
"mngsuite","9535","udp","Management Suite Remote Control","false"
"laes-bf","9536","tcp","Surveillance buffering function","false"
"laes-bf","9536","udp","Surveillance buffering function","false"
"trispen-sra","9555","tcp","Trispen Secure Remote Access","false"
"trispen-sra","9555","udp","Trispen Secure Remote Access","false"
"p4runtime","9559","tcp","P4Runtime gRPC Service","false"
"","9559","udp","Reserved","false"
"ldgateway","9592","tcp","LANDesk Gateway","false"
"ldgateway","9592","udp","LANDesk Gateway","false"
"cba8","9593","tcp","LANDesk Management Agent (cba8)","false"
"cba8","9593","udp","LANDesk Management Agent (cba8)","false"
"msgsys","9594","tcp","Message System","false"
"msgsys","9594","udp","Message System","false"
"pds","9595","tcp","Ping Discovery Service","false"
"pds","9595","udp","Ping Discovery Service","false"
"mercury-disc","9596","tcp","Mercury Discovery","false"
"mercury-disc","9596","udp","Mercury Discovery","false"
"pd-admin","9597","tcp","PD Administration","false"
"pd-admin","9597","udp","PD Administration","false"
"vscp","9598","tcp","Very Simple Ctrl Protocol","false"
"vscp","9598","udp","Very Simple Ctrl Protocol","false"
"robix","9599","tcp","Robix","false"
"robix","9599","udp","Robix","false"
"micromuse-ncpw","9600","tcp","MICROMUSE-NCPW","false"
"micromuse-ncpw","9600","udp","MICROMUSE-NCPW","false"
"streamcomm-ds","9612","tcp","StreamComm User Directory","false"
"streamcomm-ds","9612","udp","StreamComm User Directory","false"
"","9613","","Unassigned","false"
"iadt-tls","9614","tcp","iADT Protocol over TLS","false"
"","9614","udp","Reserved","false"
"","9615","","Unassigned","false"
"erunbook-agent","9616","tcp","""eRunbook Agent","false"
"erunbook_agent","9616","tcp","eRunbook Agent","false"
"","9616","udp","Reserved","false"
"erunbook-server","9617","tcp","""eRunbook Server","false"
"erunbook_server","9617","tcp","eRunbook Server","false"
"","9617","udp","Reserved","false"
"condor","9618","tcp","Condor Collector Service","false"
"condor","9618","udp","Condor Collector Service","false"
"odbcpathway","9628","tcp","ODBC Pathway Service","false"
"odbcpathway","9628","udp","ODBC Pathway Service","false"
"uniport","9629","tcp","UniPort SSO Controller","false"
"uniport","9629","udp","UniPort SSO Controller","false"
"peoctlr","9630","tcp","Peovica Controller","false"
"","9630","udp","Reserved","false"
"peocoll","9631","tcp","Peovica Collector","false"
"","9631","udp","Reserved","false"
"","9632","tcp","Reserved","false"
"mc-comm","9632","udp","Mobile-C Communications","false"
"pqsflows","9640","tcp","ProQueSys Flows Service","false"
"","9640","udp","Reserved","false"
"zoomcp","9666","tcp","Zoom Control Panel Game Server Management","false"
"","9666","udp","Reserved","false"
"xmms2","9667","tcp","Cross-platform Music Multiplexing System","false"
"xmms2","9667","udp","Cross-platform Music Multiplexing System","false"
"tec5-sdctp","9668","tcp","tec5 Spectral Device Control Protocol","false"
"tec5-sdctp","9668","udp","tec5 Spectral Device Control Protocol","false"
"client-wakeup","9694","tcp","T-Mobile Client Wakeup Message","false"
"client-wakeup","9694","udp","T-Mobile Client Wakeup Message","false"
"ccnx","9695","tcp","Content Centric Networking","false"
"ccnx","9695","udp","Content Centric Networking","false"
"board-roar","9700","tcp","Board M.I.T. Service","false"
"board-roar","9700","udp","Board M.I.T. Service","false"
"l5nas-parchan","9747","tcp","L5NAS Parallel Channel","false"
"l5nas-parchan","9747","udp","L5NAS Parallel Channel","false"
"board-voip","9750","tcp","Board M.I.T. Synchronous Collaboration","false"
"board-voip","9750","udp","Board M.I.T. Synchronous Collaboration","false"
"rasadv","9753","tcp","rasadv","false"
"rasadv","9753","udp","rasadv","false"
"tungsten-http","9762","tcp","WSO2 Tungsten HTTP","false"
"tungsten-http","9762","udp","WSO2 Tungsten HTTP","false"
"davsrc","9800","tcp","WebDav Source Port","false"
"davsrc","9800","udp","WebDav Source Port","false"
"sstp-2","9801","tcp","Sakura Script Transfer Protocol-2","false"
"sstp-2","9801","udp","Sakura Script Transfer Protocol-2","false"
"davsrcs","9802","tcp","WebDAV Source TLS/SSL","false"
"davsrcs","9802","udp","WebDAV Source TLS/SSL","false"
"sapv1","9875","tcp","Session Announcement v1","false"
"sapv1","9875","udp","Session Announcement v1","false"
"sd","9876","tcp","Session Director","false"
"x510","9877","tcp","The X.510 wrapper protocol","false"
"","9877","udp","Reserved","false"
"kca-service","9878","udp","The KX509 Kerberized Certificate Issuance Protocol in Use in 2012","false"
"","9878","tcp","Reserved","false"
"cyborg-systems","9888","tcp","CYBORG Systems","false"
"cyborg-systems","9888","udp","CYBORG Systems","false"
"gt-proxy","9889","tcp","Port for Cable network related data proxy or repeater","false"
"gt-proxy","9889","udp","Port for Cable network related data proxy or repeater","false"
"monkeycom","9898","tcp","MonkeyCom","false"
"monkeycom","9898","udp","MonkeyCom","false"
"","9899","tcp","Reserved","false"
"sctp-tunneling","9899","udp","SCTP TUNNELING","false"
"iua","9900","tcp","IUA","false"
"iua","9900","udp","IUA","false"
"iua","9900","sctp","IUA","false"
"enrp","9901","udp","enrp server channel","false"
"enrp-sctp","9901","sctp","enrp server channel","false"
"enrp-sctp-tls","9902","sctp","enrp/tls server channel","false"
"","9903","tcp","Reserved","false"
"multicast-ping","9903","udp","Multicast Ping Protocol","false"
"domaintime","9909","tcp","domaintime","false"
"domaintime","9909","udp","domaintime","false"
"","9910","","Unassigned","false"
"sype-transport","9911","tcp","SYPECom Transport Protocol","false"
"sype-transport","9911","udp","SYPECom Transport Protocol","false"
"xybrid-cloud","9925","tcp","XYBRID Cloud","false"
"","9925","udp","Reserved","false"
"apc-9950","9950","tcp","APC 9950","false"
"apc-9950","9950","udp","APC 9950","false"
"apc-9951","9951","tcp","APC 9951","false"
"apc-9951","9951","udp","APC 9951","false"
"apc-9952","9952","tcp","APC 9952","false"
"apc-9952","9952","udp","APC 9952","false"
"acis","9953","tcp","9953","false"
"acis","9953","udp","9953","false"
"hinp","9954","tcp","HaloteC Instrument Network Protocol","false"
"","9954","udp","Reserved","false"
"alljoyn-stm","9955","tcp","Contact Port for AllJoyn standard messaging","false"
"alljoyn-mcm","9955","udp","Contact Port for AllJoyn multiplexed constrained messaging","false"
"","9956","tcp","Reserved","false"
"alljoyn","9956","udp","Alljoyn Name Service","false"
"odnsp","9966","tcp","OKI Data Network Setting Protocol","false"
"odnsp","9966","udp","OKI Data Network Setting Protocol","false"
"xybrid-rt","9978","tcp","XYBRID RT Server","false"
"","9978","udp","Reserved","false"
"visweather","9979","tcp","Valley Information Systems Weather station data","false"
"","9979","udp","Reserved","false"
"","9980","","Unassigned","false"
"pumpkindb","9981","tcp","Event sourcing database engine with a built-in programming language","false"
"","9981","udp","Reserved","false"
"dsm-scm-target","9987","tcp","DSM/SCM Target Interface","false"
"dsm-scm-target","9987","udp","DSM/SCM Target Interface","false"
"nsesrvr","9988","tcp","Software Essentials Secure HTTP server","false"
"","9988","udp","Reserved","false"
"osm-appsrvr","9990","tcp","OSM Applet Server","false"
"osm-appsrvr","9990","udp","OSM Applet Server","false"
"osm-oev","9991","tcp","OSM Event Server","false"
"osm-oev","9991","udp","OSM Event Server","false"
"palace-1","9992","tcp","OnLive-1","false"
"palace-1","9992","udp","OnLive-1","false"
"palace-2","9993","tcp","OnLive-2","false"
"palace-2","9993","udp","OnLive-2","false"
"palace-3","9994","tcp","OnLive-3","false"
"palace-3","9994","udp","OnLive-3","false"
"palace-4","9995","tcp","Palace-4","false"
"palace-4","9995","udp","Palace-4","false"
"palace-5","9996","tcp","Palace-5","false"
"palace-5","9996","udp","Palace-5","false"
"palace-6","9997","tcp","Palace-6","false"
"palace-6","9997","udp","Palace-6","false"
"distinct32","9998","tcp","Distinct32","false"
"distinct32","9998","udp","Distinct32","false"
"distinct","9999","tcp","distinct","false"
"distinct","9999","udp","distinct","false"
"ndmp","10000","tcp","Network Data Management Protocol","false"
"ndmp","10000","udp","Network Data Management Protocol","false"
"scp-config","10001","tcp","SCP Configuration","false"
"scp-config","10001","udp","SCP Configuration","false"
"documentum","10002","tcp","EMC-Documentum Content Server Product","false"
"documentum","10002","udp","EMC-Documentum Content Server Product","false"
"documentum-s","10003","tcp","""EMC-Documentum Content Server Product","false"
"documentum_s","10003","tcp","EMC-Documentum Content Server Product","false"
"documentum-s","10003","udp","""EMC-Documentum Content Server Product","false"
"documentum_s","10003","udp","EMC-Documentum Content Server Product","false"
"emcrmirccd","10004","tcp","EMC Replication Manager Client","false"
"","10004","udp","Reserved","false"
"emcrmird","10005","tcp","EMC Replication Manager Server","false"
"","10005","udp","Reserved","false"
"netapp-sync","10006","tcp","Sync replication protocol among different NetApp platforms","false"
"","10006","udp","Reserved","false"
"mvs-capacity","10007","tcp","MVS Capacity","false"
"mvs-capacity","10007","udp","MVS Capacity","false"
"octopus","10008","tcp","Octopus Multiplexer","false"
"octopus","10008","udp","Octopus Multiplexer","false"
"swdtp-sv","10009","tcp","Systemwalker Desktop Patrol","false"
"swdtp-sv","10009","udp","Systemwalker Desktop Patrol","false"
"rxapi","10010","tcp","ooRexx rxapi services","false"
"","10010","udp","Reserved","false"
"abb-hw","10020","tcp","Hardware configuration and maintenance","false"
"","10020","udp","Reserved","false"
"cefd-vmp","10023","udp","Comtech EF-Data's Vipersat Management Protocol","false"
"","10023","tcp","Reserved","false"
"zabbix-agent","10050","tcp","Zabbix Agent","false"
"zabbix-agent","10050","udp","Zabbix Agent","false"
"zabbix-trapper","10051","tcp","Zabbix Trapper","false"
"zabbix-trapper","10051","udp","Zabbix Trapper","false"
"qptlmd","10055","tcp","Quantapoint FLEXlm Licensing Service","false"
"","10055","udp","Reserved","false"
"amanda","10080","tcp","Amanda","false"
"amanda","10080","udp","Amanda","false"
"famdc","10081","tcp","FAM Archive Server","false"
"famdc","10081","udp","FAM Archive Server","false"
"itap-ddtp","10100","tcp","VERITAS ITAP DDTP","false"
"itap-ddtp","10100","udp","VERITAS ITAP DDTP","false"
"ezmeeting-2","10101","tcp","eZmeeting","false"
"ezmeeting-2","10101","udp","eZmeeting","false"
"ezproxy-2","10102","tcp","eZproxy","false"
"ezproxy-2","10102","udp","eZproxy","false"
"ezrelay","10103","tcp","eZrelay","false"
"ezrelay","10103","udp","eZrelay","false"
"swdtp","10104","tcp","Systemwalker Desktop Patrol","false"
"swdtp","10104","udp","Systemwalker Desktop Patrol","false"
"bctp-server","10107","tcp","""VERITAS BCTP","false"
"bctp-server","10107","udp","""VERITAS BCTP","false"
"nmea-0183","10110","tcp","NMEA-0183 Navigational Data","false"
"nmea-0183","10110","udp","NMEA-0183 Navigational Data","false"
"","10111","tcp","Reserved","false"
"nmea-onenet","10111","udp","NMEA OneNet multicast messaging","false"
"","10112","","Unassigned","false"
"netiq-endpoint","10113","tcp","NetIQ Endpoint","false"
"netiq-endpoint","10113","udp","NetIQ Endpoint","false"
"netiq-qcheck","10114","tcp","NetIQ Qcheck","false"
"netiq-qcheck","10114","udp","NetIQ Qcheck","false"
"netiq-endpt","10115","tcp","NetIQ Endpoint","false"
"netiq-endpt","10115","udp","NetIQ Endpoint","false"
"netiq-voipa","10116","tcp","NetIQ VoIP Assessor","false"
"netiq-voipa","10116","udp","NetIQ VoIP Assessor","false"
"iqrm","10117","tcp","NetIQ IQCResource Managament Svc","false"
"iqrm","10117","udp","NetIQ IQCResource Managament Svc","false"
"cimple","10125","tcp","HotLink CIMple REST API","false"
"","10125","udp","Reserved","false"
"bmc-perf-sd","10128","tcp","BMC-PERFORM-SERVICE DAEMON","false"
"bmc-perf-sd","10128","udp","BMC-PERFORM-SERVICE DAEMON","false"
"bmc-gms","10129","tcp","BMC General Manager Server","false"
"","10129","udp","Reserved","false"
"qb-db-server","10160","tcp","QB Database Server","false"
"qb-db-server","10160","udp","QB Database Server","false"
"snmptls","10161","tcp","SNMP-TLS","false"
"snmpdtls","10161","udp","SNMP-DTLS","false"
"snmptls-trap","10162","tcp","SNMP-Trap-TLS","false"
"snmpdtls-trap","10162","udp","SNMP-Trap-DTLS","false"
"trisoap","10200","tcp","Trigence AE Soap Service","false"
"trisoap","10200","udp","Trigence AE Soap Service","false"
"rsms","10201","tcp","Remote Server Management Service","false"
"rscs","10201","udp","Remote Server Control and Test Service","false"
"apollo-relay","10252","tcp","Apollo Relay Port","false"
"apollo-relay","10252","udp","Apollo Relay Port","false"
"eapol-relay","10253","udp","Relay of EAPOL frames","false"
"","10253","tcp","Reserved","false"
"axis-wimp-port","10260","tcp","Axis WIMP Port","false"
"axis-wimp-port","10260","udp","Axis WIMP Port","false"
"tile-ml","10261","tcp","Tile remote machine learning","false"
"","10261","udp","Reserved","false"
"blocks","10288","tcp","Blocks","false"
"blocks","10288","udp","Blocks","false"
"","10321","tcp","Reserved","false"
"","10321","udp","Reserved","false"
"bngsync","10439","udp","BalanceNG session table synchronization protocol","false"
"","10439","tcp","Reserved","false"
"cirrossp","10443","tcp","CirrosSP Workstation Communication","false"
"","10443","udp","Reserved","false"
"","10500","tcp","Reserved","false"
"hip-nat-t","10500","udp","HIP NAT-Traversal","false"
"MOS-lower","10540","tcp","MOS Media Object Metadata Port","false"
"MOS-lower","10540","udp","MOS Media Object Metadata Port","false"
"MOS-upper","10541","tcp","MOS Running Order Port","false"
"MOS-upper","10541","udp","MOS Running Order Port","false"
"MOS-aux","10542","tcp","MOS Low Priority Port","false"
"MOS-aux","10542","udp","MOS Low Priority Port","false"
"MOS-soap","10543","tcp","MOS SOAP Default Port","false"
"MOS-soap","10543","udp","MOS SOAP Default Port","false"
"MOS-soap-opt","10544","tcp","MOS SOAP Optional Port","false"
"MOS-soap-opt","10544","udp","MOS SOAP Optional Port","false"
"serverdocs","10548","tcp","Apple Document Sharing Service","false"
"","10548","udp","Reserved","false"
"printopia","10631","tcp","Printopia Serve","false"
"","10631","udp","Reserved","false"
"gap","10800","tcp","Gestor de Acaparamiento para Pocket PCs","false"
"gap","10800","udp","Gestor de Acaparamiento para Pocket PCs","false"
"lpdg","10805","tcp","LUCIA Pareja Data Group","false"
"lpdg","10805","udp","LUCIA Pareja Data Group","false"
"nbd","10809","tcp","Network Block Device","false"
"","10809","udp","Reserved","false"
"","10810","tcp","Reserved","false"
"nmc-disc","10810","udp","Nuance Mobile Care Discovery","false"
"helix","10860","tcp","Helix Client/Server","false"
"helix","10860","udp","Helix Client/Server","false"
"bveapi","10880","tcp","BVEssentials HTTP API","false"
"bveapi","10880","udp","BVEssentials HTTP API","false"
"octopustentacle","10933","tcp","Listen port used by the Octopus Deploy Tentacle deployment agent","false"
"","10933","udp","Reserved","false"
"rmiaux","10990","tcp","Auxiliary RMI Port","false"
"rmiaux","10990","udp","Auxiliary RMI Port","false"
"irisa","11000","tcp","IRISA","false"
"irisa","11000","udp","IRISA","false"
"metasys","11001","tcp","Metasys","false"
"metasys","11001","udp","Metasys","false"
"weave","11095","tcp","Nest device-to-device and device-to-service application protocol","false"
"weave","11095","udp","Nest device-to-device and device-to-service application protocol","false"
"origo-sync","11103","tcp","OrigoDB Server Sync Interface","false"
"","11103","udp","Reserved","false"
"netapp-icmgmt","11104","tcp","NetApp Intercluster Management","false"
"","11104","udp","Reserved","false"
"netapp-icdata","11105","tcp","NetApp Intercluster Data","false"
"","11105","udp","Reserved","false"
"sgi-lk","11106","tcp","SGI LK Licensing service","false"
"sgi-lk","11106","udp","SGI LK Licensing service","false"
"","11107","","Unassigned","false"
"myq-termlink","11108","udp","Hardware Terminals Discovery and Low-Level Communication Protocol","false"
"","11108","tcp","Reserved","false"
"sgi-dmfmgr","11109","tcp","Data migration facility Manager (DMF) is a browser based interface to DMF","false"
"","11109","udp","Reserved","false"
"sgi-soap","11110","tcp","Data migration facility (DMF) SOAP is a web server protocol to support remote access to DMF","false"
"","11110","udp","Reserved","false"
"vce","11111","tcp","Viral Computing Environment (VCE)","false"
"vce","11111","udp","Viral Computing Environment (VCE)","false"
"dicom","11112","tcp","DICOM","false"
"dicom","11112","udp","DICOM","false"
"suncacao-snmp","11161","tcp","sun cacao snmp access point","false"
"suncacao-snmp","11161","udp","sun cacao snmp access point","false"
"suncacao-jmxmp","11162","tcp","sun cacao JMX-remoting access point","false"
"suncacao-jmxmp","11162","udp","sun cacao JMX-remoting access point","false"
"suncacao-rmi","11163","tcp","sun cacao rmi registry access point","false"
"suncacao-rmi","11163","udp","sun cacao rmi registry access point","false"
"suncacao-csa","11164","tcp","sun cacao command-streaming access point","false"
"suncacao-csa","11164","udp","sun cacao command-streaming access point","false"
"suncacao-websvc","11165","tcp","sun cacao web service access point","false"
"suncacao-websvc","11165","udp","sun cacao web service access point","false"
"","11171","tcp","Reserved","false"
"snss","11171","udp","Surgical Notes Security Service Discovery (SNSS)","false"
"oemcacao-jmxmp","11172","tcp","OEM cacao JMX-remoting access point","false"
"","11172","udp","Reserved","false"
"t5-straton","11173","tcp","Straton Runtime Programing","false"
"","11173","udp","Reserved","false"
"oemcacao-rmi","11174","tcp","OEM cacao rmi registry access point","false"
"","11174","udp","Reserved","false"
"oemcacao-websvc","11175","tcp","OEM cacao web service access point","false"
"","11175","udp","Reserved","false"
"smsqp","11201","tcp","smsqp","false"
"smsqp","11201","udp","smsqp","false"
"dcsl-backup","11202","tcp","DCSL Network Backup Services","false"
"","11202","udp","Reserved","false"
"wifree","11208","tcp","WiFree Service","false"
"wifree","11208","udp","WiFree Service","false"
"memcache","11211","tcp","Memory cache service","false"
"memcache","11211","udp","Memory cache service","false"
"xcompute","11235","tcp","numerical systems messaging","false"
"","11235","udp","Reserved","false"
"xcompute","11235","sctp","numerical systems messaging","false"
"imip","11319","tcp","IMIP","false"
"imip","11319","udp","IMIP","false"
"imip-channels","11320","tcp","IMIP Channels Port","false"
"imip-channels","11320","udp","IMIP Channels Port","false"
"arena-server","11321","tcp","Arena Server Listen","false"
"arena-server","11321","udp","Arena Server Listen","false"
"atm-uhas","11367","tcp","ATM UHAS","false"
"atm-uhas","11367","udp","ATM UHAS","false"
"hkp","11371","tcp","OpenPGP HTTP Keyserver","false"
"hkp","11371","udp","OpenPGP HTTP Keyserver","false"
"lsdp","11430","udp","Lenbrook Service Discovery Protocol","false"
"","11430","tcp","Reserved","false"
"asgcypresstcps","11489","tcp","ASG Cypress Secure Only","false"
"","11489","udp","Reserved","false"
"tempest-port","11600","tcp","Tempest Protocol Port","false"
"tempest-port","11600","udp","Tempest Protocol Port","false"
"emc-xsw-dconfig","11623","tcp","EMC XtremSW distributed config","false"
"","11623","udp","Reserved","false"
"h323callsigalt","11720","tcp","H.323 Call Control Signalling Alternate","false"
"h323callsigalt","11720","udp","H.323 Call Control Signalling Alternate","false"
"emc-xsw-dcache","11723","tcp","EMC XtremSW distributed cache","false"
"emc-xsw-dcache","11723","udp","EMC XtremSW distributed cache","false"
"intrepid-ssl","11751","tcp","Intrepid SSL","false"
"intrepid-ssl","11751","udp","Intrepid SSL","false"
"lanschool","11796","tcp","LanSchool","false"
"lanschool-mpt","11796","udp","Lanschool Multipoint","false"
"xoraya","11876","tcp","X2E Xoraya Multichannel protocol","false"
"xoraya","11876","udp","X2E Xoraya Multichannel protocol","false"
"","11877","tcp","Reserved","false"
"x2e-disc","11877","udp","X2E service discovery protocol","false"
"sysinfo-sp","11967","tcp","SysInfo Service Protocol","false"
"sysinfo-sp","11967","udp","SysInfo Service Protocol","false"
"tibsd","11971","tcp","TiBS Service","false"
"","11971","udp","Reserved","false"
"wmereceiving","11997","sctp","WorldMailExpress","false"
"wmedistribution","11998","sctp","WorldMailExpress","false"
"wmereporting","11999","sctp","WorldMailExpress","false"
"entextxid","12000","tcp","IBM Enterprise Extender SNA XID Exchange","false"
"entextxid","12000","udp","IBM Enterprise Extender SNA XID Exchange","false"
"entextnetwk","12001","tcp","IBM Enterprise Extender SNA COS Network Priority","false"
"entextnetwk","12001","udp","IBM Enterprise Extender SNA COS Network Priority","false"
"entexthigh","12002","tcp","IBM Enterprise Extender SNA COS High Priority","false"
